area.code,voice.plan,voice.messages,intl.plan,intl.mins,intl.calls,day.mins,eve.calls,eve.charge,night.calls,customer.calls,churn
415,0,0,0,12.6,5,134.3,109,17.2,100,2,0
415,0,0,0,4.9,5,215.9,85,20.41,123,3,0
415,1,31,0,11.4,4,181.6,120,18.12,104,1,0
415,0,0,0,9.3,9,178.4,113,14.31,93,1,0
415,0,0,0,11.4,3,106.4,104,11.92,81,1,0
510,0,0,0,11.4,4,170.7,82,20.42,112,2,0
510,1,33,0,12.3,6,184.5,78,15.57,106,0,0
510,1,37,0,8.9,4,161.2,79,17.36,87,1,0
408,0,0,0,7.5,5,84.9,109,21.89,66,2,0
510,0,0,0,10.6,2,217.9,116,19.56,110,1,0
408,0,0,0,8.8,5,270.9,110,19.23,60,0,1
510,0,0,0,15.3,6,243.0,77,15.63,109,0,1
510,0,0,0,8.9,3,128.2,78,4.09,80,0,0
408,0,0,0,9.8,7,126.3,112,14.35,95,2,0
510,0,0,0,10.6,2,178.7,79,18.33,84,4,0
510,0,0,0,10.1,4,159.0,142,21.68,73,0,0
510,0,0,0,11.7,5,150.9,87,13.75,115,3,0
415,1,24,1,8.1,4,219.9,116,17.72,111,3,0
415,0,0,0,10.1,3,168.0,94,16.35,98,2,0
510,1,34,0,9.6,3,162.1,117,14.6,76,4,1
510,0,0,1,9.1,10,256.8,104,19.56,82,3,0
415,1,35,0,11.0,2,182.8,119,18.08,103,1,0
408,1,38,0,7.7,2,196.8,108,21.61,85,1,0
415,0,0,0,11.2,5,140.1,128,19.67,127,2,0
415,0,0,0,8.8,5,117.6,108,18.19,94,1,0
415,0,0,1,11.6,8,193.7,98,15.86,100,0,0
510,0,0,0,7.8,4,243.1,108,19.67,120,2,0
415,0,0,0,5.2,4,145.4,91,10.99,109,1,0
415,0,0,0,9.9,10,169.1,102,14.44,106,3,0
510,0,0,0,8.8,3,229.3,111,15.68,91,2,0
415,0,0,1,8.3,4,197.2,115,17.99,133,4,0
510,1,33,0,11.1,3,186.4,136,17.09,103,2,1
415,0,0,0,10.8,3,76.1,73,24.68,89,0,0
415,0,0,0,6.0,3,162.8,109,15.73,104,2,0
415,0,0,0,18.0,5,182.3,97,16.93,113,1,0
510,0,0,1,11.2,7,194.4,84,21.06,93,2,0
408,1,20,0,12.5,4,189.3,113,10.08,102,2,0
415,1,22,0,9.5,4,160.1,136,14.34,102,3,0
510,0,0,0,7.1,4,145.0,112,20.46,134,3,0
415,0,0,0,11.5,7,220.7,127,10.14,113,4,0
408,1,31,0,7.5,5,224.7,81,11.43,104,1,1
408,0,0,0,10.5,4,147.0,103,13.8,80,1,0
415,1,39,0,10.1,5,260.8,111,18.14,97,1,0
415,0,0,0,9.0,3,155.4,45,13.95,128,0,0
415,0,0,0,5.4,7,166.2,81,21.7,97,1,0
415,0,0,0,10.8,7,211.8,102,22.14,96,0,0
510,1,45,0,11.0,5,130.5,94,17.71,114,4,1
415,0,0,0,8.7,6,162.7,105,24.82,80,0,0
408,1,37,1,7.9,3,237.1,125,22.46,120,1,0
408,0,0,0,13.2,2,166.2,112,18.5,68,4,0
415,0,0,0,8.3,2,121.7,112,10.69,122,6,1
510,0,0,0,11.2,2,176.4,124,17.09,138,0,0
510,1,27,0,11.4,2,67.4,78,20.74,93,2,0
415,0,0,0,9.6,1,229.7,104,28.56,128,1,1
415,1,24,0,14.7,7,176.0,116,23.62,71,1,0
408,0,0,0,9.6,7,247.7,108,22.91,82,0,1
510,0,0,0,13.1,5,115.4,68,22.32,69,2,0
510,0,0,0,13.9,1,112.2,108,17.82,78,0,1
408,0,0,0,11.5,4,162.6,109,13.09,118,0,0
415,0,0,0,10.4,6,229.4,99,18.2,95,4,0
415,0,0,0,15.0,4,139.6,93,10.56,75,2,0
415,0,0,0,8.4,2,263.8,116,21.36,112,5,1
415,1,14,0,7.5,8,114.3,91,16.98,74,1,0
408,0,0,0,7.7,3,196.3,96,11.63,87,2,0
510,0,0,0,4.4,4,253.2,116,15.98,133,1,0
408,0,0,0,10.5,4,98.0,62,20.46,123,0,0
408,0,0,0,9.1,3,249.4,95,17.98,116,0,0
415,1,30,0,14.5,5,129.6,104,19.81,93,1,0
415,0,0,0,9.3,7,221.3,98,22.75,80,0,0
415,0,0,0,12.4,9,220.7,118,15.11,102,1,0
408,0,0,0,9.2,5,87.6,111,22.27,125,1,0
408,0,0,0,8.4,3,203.6,127,13.74,97,0,0
415,0,0,0,8.8,3,213.6,121,19.97,157,2,0
415,1,31,0,12.9,4,181.6,100,18.76,121,2,0
510,1,22,0,7.8,6,215.4,98,27.94,89,1,0
415,0,0,0,14.0,2,266.3,117,17.66,98,2,1
510,0,0,0,10.2,2,199.2,83,14.88,84,3,0
415,0,0,0,7.3,4,115.0,83,11.71,61,3,0
408,0,0,0,9.6,5,270.5,112,19.55,111,1,1
415,0,0,0,12.9,4,222.2,125,13.01,80,1,0
510,0,0,0,8.8,2,61.9,114,22.32,110,3,0
415,0,0,0,10.8,2,141.1,126,21.17,73,2,0
415,0,0,0,10.6,5,189.2,117,15.67,83,3,1
510,0,0,0,9.8,1,196.0,146,15.81,92,3,0
415,0,0,0,13.8,4,171.6,107,17.43,114,0,0
415,0,0,1,11.4,3,174.0,115,13.71,98,2,0
510,0,0,0,7.4,5,78.6,110,15.92,111,1,1
415,0,0,0,8.9,7,200.9,91,13.97,98,1,0
415,0,0,0,6.4,2,141.3,87,21.56,96,1,0
415,0,0,0,7.3,1,235.8,69,14.96,122,2,0
510,0,0,0,6.3,4,185.1,88,14.03,104,3,0
415,0,0,0,11.8,2,254.3,104,6.71,69,2,0
510,0,0,0,8.7,6,183.0,77,18.26,73,2,0
415,1,29,0,7.5,5,163.5,136,23.36,147,2,0
408,0,0,0,7.7,2,207.9,96,17.89,114,2,0
415,0,0,0,6.1,3,248.6,93,14.87,86,3,0
415,1,31,0,14.5,4,185.4,126,16.8,110,2,0
408,0,0,0,8.9,5,197.8,64,18.79,134,1,0
415,0,0,1,9.1,1,132.1,88,11.81,119,2,1
415,0,0,0,12.6,5,154.6,105,15.66,102,2,0
510,1,31,0,10.0,1,153.1,59,15.8,102,6,1
408,0,0,0,6.3,9,211.2,120,19.64,80,2,0
415,0,0,0,10.9,5,96.8,103,12.12,115,2,1
510,0,0,0,10.1,9,172.0,101,23.49,100,1,0
415,0,0,0,8.0,7,141.1,100,12.51,75,2,0
408,1,29,0,13.8,2,151.1,88,20.8,91,2,0
408,0,0,0,7.6,2,209.6,96,19.45,85,3,0
415,1,32,0,10.5,4,247.0,91,10.68,90,3,0
408,0,0,0,8.0,4,321.3,93,14.27,106,1,1
415,0,0,0,11.3,2,243.7,90,5.1,129,0,0
415,0,0,0,11.1,6,251.5,98,18.21,71,3,0
510,0,0,1,7.3,2,236.9,105,13.4,120,0,1
415,0,0,0,9.3,3,159.7,131,18.42,116,2,0
415,0,0,1,9.2,1,148.2,111,18.73,97,4,1
408,0,0,0,14.7,1,150.9,129,22.83,73,1,0
415,1,28,0,11.5,2,210.5,86,21.29,125,1,0
415,1,24,0,4.1,5,170.9,80,17.12,124,2,0
510,0,0,0,10.6,8,254.7,79,7.67,60,0,0
415,0,0,0,8.4,8,284.4,113,13.35,91,0,1
415,0,0,0,6.8,1,0.0,130,13.57,88,4,1
408,0,0,1,10.7,2,133.7,107,15.96,89,1,1
408,0,0,0,10.3,3,224.9,127,16.31,97,0,0
408,0,0,0,11.9,5,151.8,92,17.84,86,1,0
510,1,22,0,5.6,3,141.4,105,13.86,99,2,0
408,0,0,0,14.8,7,285.7,106,19.63,140,0,1
415,0,0,0,11.9,5,58.4,64,22.29,115,1,0
415,1,16,0,13.1,4,90.4,109,17.11,115,0,0
408,0,0,0,11.0,3,114.4,123,18.41,102,0,0
408,0,0,0,12.8,3,147.7,78,18.93,102,2,0
415,0,0,0,11.3,4,136.1,103,17.36,90,1,0
408,0,0,0,12.8,6,169.7,86,14.1,83,3,0
510,0,0,0,14.9,2,227.2,106,16.52,126,0,0
415,0,0,0,10.3,6,217.8,97,18.75,89,1,1
415,0,0,0,13.1,8,124.2,115,10.53,100,2,0
415,0,0,0,13.6,2,206.2,76,19.75,96,1,0
510,0,0,0,9.9,2,132.9,62,5.7,121,3,0
415,1,31,0,7.7,6,104.9,125,20.2,104,3,0
415,0,0,0,13.7,8,245.0,75,21.31,124,1,1
408,0,0,0,11.6,3,184.5,95,19.04,82,1,0
415,0,0,0,12.3,1,89.5,104,15.24,116,3,0
415,0,0,1,8.6,4,235.6,107,16.56,93,1,0
408,0,0,0,11.5,6,186.0,96,22.3,63,4,0
415,0,0,0,7.3,9,223.9,109,13.23,143,1,0
510,0,0,0,6.6,2,179.5,139,13.8,133,1,0
415,0,0,0,8.9,5,169.4,113,21.55,93,1,0
408,0,0,0,8.2,6,118.1,77,12.27,86,1,0
415,0,0,0,4.1,4,112.0,110,16.46,93,4,1
408,1,32,0,8.5,7,168.4,97,19.2,95,0,0
415,0,0,0,4.2,5,245.7,113,20.56,117,4,1
415,1,34,0,13.4,10,156.6,95,6.04,120,1,0
415,0,0,0,10.2,2,202.4,115,19.61,127,3,0
415,0,0,0,12.0,2,116.8,123,10.46,101,1,0
510,0,0,0,11.0,1,155.7,103,22.13,98,1,0
415,1,39,0,9.1,4,236.1,110,24.58,107,2,0
415,1,21,0,8.2,2,138.1,83,22.11,118,2,0
408,0,0,0,10.1,3,51.9,83,13.77,115,3,0
510,0,0,0,8.9,3,81.3,124,18.75,113,0,0
415,1,35,0,7.1,3,171.5,127,13.01,125,0,0
415,0,0,0,7.6,3,126.0,80,12.27,102,1,0
415,0,0,1,9.9,6,197.2,92,13.26,99,4,0
510,0,0,0,15.3,4,194.1,54,19.31,115,1,0
510,0,0,0,9.3,6,115.7,113,10.86,91,1,0
510,1,29,0,8.4,5,157.2,136,16.69,109,3,0
415,0,0,0,4.5,15,269.7,86,17.65,107,3,1
415,0,0,0,9.1,8,246.4,124,19.39,95,0,0
510,0,0,0,13.0,4,227.4,89,22.82,82,1,0
415,0,0,0,12.2,4,189.8,83,9.82,103,0,0
415,1,27,1,11.5,5,188.9,102,13.68,100,4,0
510,0,0,0,7.2,4,0.0,119,16.33,95,1,0
408,1,19,0,11.0,4,110.5,97,19.36,84,1,0
408,0,0,0,11.7,2,167.6,112,18.63,94,4,0
415,0,0,0,0.0,0,132.0,75,16.79,114,3,0
408,0,0,0,11.9,4,167.8,81,21.07,108,0,0
415,0,0,0,5.7,4,213.4,77,17.4,101,1,0
510,0,0,0,10.6,1,175.4,71,8.36,93,0,0
510,1,39,0,9.5,1,82.6,63,19.07,88,3,0
510,0,0,0,8.8,7,143.2,94,7.49,135,4,1
415,0,0,0,8.9,8,125.5,93,22.93,110,1,0
415,1,31,0,11.8,2,82.3,91,21.77,98,6,1
408,0,0,0,11.8,3,165.6,115,16.65,77,1,0
415,1,30,0,8.4,2,183.1,110,19.77,110,0,0
408,0,0,0,12.2,5,162.1,94,18.03,78,1,0
510,0,0,0,7.7,6,166.6,91,16.35,115,1,0
415,1,24,0,9.4,4,135.9,78,19.82,121,1,0
408,1,20,0,9.8,6,165.7,94,18.33,91,0,0
415,0,0,0,9.7,4,176.1,106,14.87,134,1,0
510,0,0,0,9.1,1,142.3,95,17.38,114,0,0
510,0,0,0,7.6,3,177.6,92,25.23,106,3,0
408,0,0,0,10.7,7,83.2,104,16.2,79,1,0
415,1,37,1,5.7,7,235.0,79,15.58,106,2,0
415,0,0,1,17.9,3,149.4,98,14.61,97,3,1
415,1,20,0,10.4,7,264.7,110,18.4,102,0,0
510,1,31,0,5.6,1,160.3,70,18.83,109,1,0
415,1,28,1,10.4,3,95.9,131,13.56,132,1,0
408,0,0,0,11.7,5,140.7,114,16.59,107,0,0
510,0,0,0,4.6,2,119.7,96,19.7,113,2,0
415,1,30,0,9.8,7,99.9,125,22.4,90,2,0
415,0,0,0,9.6,6,250.9,100,14.57,85,2,0
415,0,0,1,11.2,5,200.6,120,24.61,95,2,0
510,1,38,0,7.0,7,209.8,84,16.71,79,1,0
415,1,34,0,7.6,4,198.0,121,23.26,71,1,0
510,0,0,0,11.3,5,239.8,121,10.96,110,1,0
415,0,0,0,11.2,2,164.5,118,12.57,97,0,0
510,0,0,0,12.2,2,220.9,97,16.34,74,1,0
408,1,37,0,13.2,6,112.8,97,20.73,112,2,0
415,1,19,1,11.1,2,112.6,132,22.24,116,0,1
510,1,26,0,10.8,7,226.4,97,19.95,82,1,0
415,1,34,1,9.7,6,244.9,105,18.67,136,4,0
510,0,0,0,15.1,6,203.2,131,20.04,112,2,0
415,0,0,0,8.6,4,136.7,137,20.66,110,0,0
408,0,0,0,5.0,10,152.6,85,17.76,99,1,0
510,0,0,0,8.3,3,195.7,87,17.77,73,1,1
415,0,0,1,9.2,7,204.3,115,16.05,97,1,0
415,0,0,0,8.9,4,222.3,82,12.43,82,3,0
510,1,8,0,9.7,2,222.5,94,14.58,114,1,0
415,1,28,0,10.3,2,128.8,52,13.37,76,2,0
415,0,0,0,8.3,2,174.3,107,14.56,131,0,0
415,0,0,0,7.8,3,242.5,140,13.8,86,4,0
415,0,0,0,12.7,6,221.6,50,24.24,83,4,0
408,0,0,0,10.9,9,114.3,103,18.79,88,0,0
415,1,33,0,9.5,2,219.7,94,15.88,113,2,0
510,0,0,0,12.3,3,144.9,115,12.86,73,2,0
415,1,40,0,8.1,3,236.5,110,9.95,115,2,0
408,1,44,0,14.1,7,174.0,113,17.8,87,2,1
408,0,0,0,6.6,7,109.5,48,28.23,108,1,0
510,1,33,0,9.9,4,81.6,85,20.03,113,1,0
415,0,0,0,5.9,4,133.4,92,10.29,129,1,0
408,0,0,0,8.6,4,137.1,83,17.83,114,1,0
415,0,0,0,16.1,8,197.0,68,16.18,104,0,0
415,0,0,0,9.3,3,198.1,87,13.32,76,3,0
408,0,0,0,10.0,6,39.5,106,22.47,90,0,0
408,0,0,0,8.1,4,199.5,110,17.64,123,2,0
415,0,0,0,7.6,6,156.8,68,18.34,77,1,0
415,0,0,0,9.0,5,183.4,100,20.2,94,3,0
510,0,0,0,8.6,2,132.4,101,10.34,84,1,0
415,0,0,0,5.1,3,63.2,88,18.72,99,0,0
415,1,35,1,16.9,4,181.1,116,18.35,106,0,1
510,1,27,0,4.2,7,117.5,127,17.58,114,3,0
415,1,27,0,15.0,1,218.7,78,13.89,116,0,0
415,0,0,0,8.1,5,150.6,83,25.63,104,0,0
415,0,0,1,12.0,7,273.3,121,22.41,84,1,1
415,0,0,1,10.3,4,266.1,92,15.47,103,1,0
408,0,0,0,16.3,6,112.8,65,13.32,85,0,0
415,0,0,0,15.8,7,104.7,104,6.99,110,3,0
510,1,35,0,5.9,4,193.8,97,16.8,95,0,0
415,0,0,0,9.8,5,168.6,117,25.33,110,1,0
415,0,0,0,9.7,7,253.2,78,17.09,108,2,0
415,1,16,0,8.9,2,174.7,105,19.73,98,1,0
408,0,0,0,11.0,5,87.0,64,16.46,120,0,0
415,1,34,0,14.8,9,204.5,113,11.29,117,2,0
408,0,0,0,9.4,4,226.5,122,12.93,98,3,0
510,0,0,1,10.0,3,234.1,105,13.86,100,1,0
415,0,0,1,12.9,2,133.3,89,15.55,123,3,1
415,0,0,0,15.4,3,133.9,110,14.14,139,1,0
510,0,0,0,9.7,2,160.2,70,11.81,97,0,0
408,0,0,0,6.3,4,227.4,81,14.96,120,2,0
415,0,0,0,11.8,2,72.8,120,22.7,91,2,0
415,0,0,0,7.0,2,196.1,82,25.2,91,1,0
408,0,0,0,12.8,3,197.1,115,14.1,106,1,0
408,0,0,0,9.7,5,219.6,100,25.78,65,1,0
415,1,30,0,12.8,4,153.4,97,12.87,97,4,1
415,0,0,0,4.9,10,216.0,114,15.89,109,2,0
510,1,32,0,10.8,4,222.9,80,22.27,101,0,0
415,1,36,0,11.7,6,115.9,95,20.11,90,3,0
510,0,0,0,10.6,5,189.8,80,12.55,121,1,0
408,0,0,0,11.1,3,154.7,108,25.33,95,0,0
415,0,0,0,11.5,1,136.4,110,17.21,86,3,0
408,0,0,0,12.2,6,170.5,88,23.59,117,1,0
510,0,0,0,12.7,2,272.4,125,9.17,81,0,0
415,1,17,1,12.2,3,236.5,94,13.86,117,2,0
510,0,0,0,8.5,3,153.9,122,18.71,147,2,0
408,0,0,0,8.8,5,223.0,98,19.3,125,1,0
415,0,0,0,10.7,3,252.4,81,14.27,110,2,0
408,0,0,0,12.0,6,197.9,113,14.29,145,1,0
408,0,0,0,6.6,5,152.4,88,23.34,120,3,0
510,1,40,0,9.2,3,237.4,93,14.95,110,3,0
408,0,0,0,8.6,2,265.6,75,15.36,113,1,0
415,0,0,0,6.7,6,197.3,81,25.99,105,1,0
408,1,14,0,4.2,1,199.1,103,18.85,91,1,0
415,0,0,0,12.0,2,233.7,109,17.67,101,2,0
415,0,0,0,7.0,3,183.1,107,13.61,121,1,0
408,0,0,0,10.0,5,139.4,108,12.19,107,2,0
415,0,0,0,8.4,3,213.9,100,22.14,97,1,1
415,0,0,0,12.4,2,207.1,115,17.01,100,1,0
415,0,0,0,11.3,5,139.7,119,17.22,102,2,0
408,0,0,0,8.9,3,177.2,105,19.44,113,2,0
415,1,35,0,9.5,7,169.8,101,14.76,105,2,0
415,0,0,0,9.7,2,173.5,65,20.77,66,3,0
510,0,0,0,5.6,4,159.9,99,14.64,109,1,0
415,0,0,0,11.4,3,115.1,111,16.73,98,2,0
510,1,19,0,12.5,3,136.8,105,15.26,95,2,0
415,0,0,0,13.1,6,92.2,120,17.95,73,1,0
510,0,0,0,9.0,2,117.1,117,20.01,108,0,0
415,0,0,0,4.5,4,223.3,128,14.2,84,0,1
510,0,0,0,10.6,2,154.8,102,14.58,86,3,0
510,0,0,0,8.0,6,261.4,102,18.33,96,1,1
510,0,0,1,9.6,4,46.5,114,15.81,95,4,1
415,1,18,0,11.5,7,149.9,84,14.53,112,0,1
510,0,0,1,13.9,5,242.2,80,19.22,96,2,1
510,0,0,0,10.7,6,259.4,125,14.68,78,1,1
415,0,0,0,12.0,8,222.4,89,15.79,81,2,0
415,0,0,0,8.9,5,69.4,109,16.22,102,0,0
408,1,21,1,11.1,3,156.5,125,17.78,81,4,1
415,0,0,0,13.7,3,61.2,88,7.85,114,5,1
408,0,0,1,10.7,5,245.2,101,8.63,116,0,0
408,0,0,0,15.7,10,102.3,104,11.49,93,3,0
415,1,36,0,7.6,4,230.9,121,14.25,87,3,0
510,0,0,1,11.9,3,227.4,120,17.98,113,0,0
510,0,0,0,12.7,6,192.8,86,13.43,105,1,0
408,0,0,0,8.2,2,162.6,109,17.53,66,1,0
510,1,38,0,11.0,1,219.4,73,15.34,91,2,0
415,0,0,0,14.3,4,137.2,119,14.1,72,1,0
415,0,0,0,10.5,10,87.7,97,23.65,93,1,0
415,0,0,0,10.3,5,271.1,133,14.62,105,1,0
408,0,0,0,14.4,3,103.4,125,16.09,125,1,0
408,0,0,0,11.4,2,52.2,113,18.71,95,2,0
415,0,0,0,8.7,3,165.4,109,23.26,93,0,1
408,0,0,0,16.4,3,147.5,97,16.29,68,2,0
415,0,0,0,11.3,7,217.8,95,18.25,70,0,0
415,0,0,0,13.3,10,235.7,85,11.64,97,1,0
510,1,22,0,8.6,5,204.5,121,11.87,103,2,0
408,0,0,0,9.6,2,178.4,123,21.0,105,0,0
415,1,32,0,13.5,5,130.1,77,21.01,87,2,0
415,1,34,0,14.8,4,103.7,78,20.09,102,2,0
415,0,0,0,5.9,3,239.9,104,15.05,118,2,0
408,0,0,0,8.9,4,148.4,90,22.7,101,0,0
408,0,0,0,10.0,2,148.6,65,17.92,86,2,0
415,0,0,0,12.9,1,191.1,113,10.98,117,0,0
415,1,39,0,7.3,4,218.5,94,9.58,121,1,0
510,0,0,0,0.0,0,97.5,82,16.64,78,1,0
415,0,0,0,10.8,5,128.7,94,10.0,132,0,0
415,1,38,0,9.5,10,236.6,68,16.79,102,2,0
415,1,27,0,11.4,2,141.2,94,14.25,101,1,0
415,1,31,0,11.5,3,194.4,84,14.96,110,0,0
415,0,0,0,17.3,3,167.6,90,13.13,107,2,0
408,0,0,0,6.1,4,234.5,94,13.96,72,1,0
510,0,0,0,10.1,9,154.2,85,16.72,97,1,0
415,1,14,0,11.6,1,143.2,91,14.44,77,1,0
415,1,40,1,12.7,4,216.4,90,21.22,99,1,0
510,1,35,0,8.5,2,161.9,82,12.85,131,1,0
408,0,0,0,10.4,6,118.7,57,17.43,100,3,0
408,0,0,0,10.2,10,179.1,132,16.71,116,1,0
415,0,0,0,8.8,5,147.9,99,17.79,80,2,0
415,1,38,0,16.5,4,209.2,73,9.91,105,2,0
415,1,29,0,10.6,6,244.3,89,27.4,83,0,0
510,0,0,0,9.0,2,150.5,95,10.23,96,1,0
415,1,25,0,13.2,2,197.4,113,25.13,73,0,0
510,0,0,0,12.6,5,163.5,111,12.21,82,1,0
415,0,0,0,11.4,7,236.9,113,16.8,78,2,1
415,0,0,0,7.2,4,82.3,80,14.21,70,1,0
415,0,0,0,12.7,4,216.0,115,13.06,74,1,0
415,0,0,1,12.4,3,180.0,126,16.9,70,1,0
415,0,0,0,5.8,6,143.7,108,14.71,95,1,0
415,1,39,0,11.3,7,198.2,132,23.83,73,1,0
415,1,29,0,11.1,5,185.6,113,18.67,120,2,0
408,0,0,0,5.8,10,137.6,80,13.77,126,3,0
415,0,0,1,10.9,7,273.9,103,23.68,90,1,1
415,1,31,0,6.3,2,125.3,108,12.0,68,3,0
415,0,0,0,8.6,4,178.8,84,14.27,65,3,0
408,0,0,0,15.1,4,163.0,102,17.33,109,2,0
415,1,29,0,8.8,2,163.8,112,11.47,95,2,0
510,0,0,0,13.4,3,189.5,100,17.42,93,1,0
415,1,26,0,4.5,4,155.2,133,19.63,100,0,0
510,0,0,1,11.3,3,242.3,102,29.83,93,0,1
510,1,33,0,11.3,4,112.0,112,17.68,83,2,0
408,0,0,0,13.3,5,115.5,83,22.72,90,3,0
415,0,0,0,11.1,4,137.1,114,17.92,120,1,0
415,0,0,0,10.1,3,198.4,144,20.05,99,0,0
415,1,19,0,12.9,7,132.7,101,17.39,78,3,0
408,1,25,0,13.8,8,219.6,99,17.88,88,2,0
415,0,0,0,11.2,4,169.6,112,19.95,83,0,0
408,0,0,1,12.6,5,160.4,103,24.98,90,4,0
415,1,20,0,11.2,2,95.0,92,14.27,79,0,0
415,0,0,0,7.0,1,160.1,120,21.82,107,2,0
415,0,0,0,3.8,2,194.6,106,19.79,92,3,0
415,0,0,0,13.8,4,236.4,120,24.42,94,1,1
408,0,0,0,7.6,3,157.1,36,18.11,77,2,0
415,0,0,0,10.9,4,179.8,86,14.72,97,0,0
415,0,0,1,11.0,4,148.2,113,13.75,103,0,0
415,1,39,0,11.9,6,183.2,111,17.8,109,1,0
415,0,0,0,12.2,6,119.2,110,14.31,119,4,1
408,1,35,0,9.6,2,224.0,99,16.32,100,0,0
510,1,21,0,7.9,1,19.5,109,11.98,111,0,0
415,0,0,0,9.6,8,184.8,101,21.13,113,1,0
408,0,0,0,11.3,5,176.3,104,17.09,123,1,0
415,0,0,0,11.1,2,241.7,133,14.32,122,2,0
510,1,38,0,9.8,6,224.7,131,24.99,61,0,0
510,0,0,0,8.6,4,207.3,82,16.86,83,1,0
408,0,0,0,12.7,7,196.8,110,14.28,98,2,0
510,0,0,0,15.8,9,110.9,90,9.83,114,1,0
510,0,0,0,8.0,3,122.5,103,23.23,71,2,0
510,0,0,0,13.2,5,226.9,122,17.14,121,2,0
510,0,0,0,10.0,8,187.0,128,12.02,108,2,0
415,0,0,0,11.2,6,170.5,129,16.42,91,0,0
415,0,0,0,9.5,3,204.8,80,13.69,89,0,0
415,0,0,0,12.0,5,165.9,97,20.05,120,2,0
510,0,0,0,9.5,3,154.0,121,16.91,100,4,1
510,1,29,0,8.9,6,158.1,81,27.39,96,1,0
415,0,0,0,9.1,2,225.2,120,18.28,95,2,0
408,0,0,0,9.7,2,159.4,88,15.26,71,6,1
510,0,0,0,11.7,1,172.7,90,11.82,99,2,0
415,0,0,0,11.0,3,222.8,85,14.94,111,3,0
415,0,0,1,10.1,3,214.1,94,20.44,75,1,0
408,0,0,0,7.5,3,54.8,103,14.71,125,1,0
408,0,0,0,7.3,3,134.0,94,14.83,79,3,0
510,0,0,0,10.5,6,184.8,84,14.88,95,1,0
415,1,36,0,11.3,3,283.1,86,24.33,129,3,0
510,0,0,0,9.9,2,291.8,134,18.22,119,0,1
408,0,0,0,13.5,4,222.7,98,8.99,78,1,0
510,0,0,0,8.5,5,174.5,136,20.13,110,0,0
408,0,0,0,10.4,4,68.4,110,16.43,139,0,0
408,1,31,0,9.6,2,273.0,98,18.32,114,1,0
415,0,0,1,17.3,9,225.3,87,9.2,132,1,1
415,1,23,0,7.2,6,283.2,74,13.82,104,1,0
510,0,0,1,11.1,2,131.4,106,18.67,103,1,1
510,1,12,0,10.7,2,89.7,73,11.78,114,1,0
510,0,0,0,5.0,3,127.1,106,21.05,75,3,0
415,1,28,0,10.7,5,105.9,107,19.69,120,1,0
510,0,0,0,6.4,3,191.3,94,11.77,107,2,0
408,1,36,0,13.7,5,201.9,75,13.29,92,0,0
415,0,0,0,14.7,2,247.3,60,15.53,112,3,0
408,1,38,0,8.9,1,242.2,144,13.57,108,1,0
415,0,0,1,13.7,5,127.3,115,18.9,95,5,1
408,0,0,0,10.9,7,162.0,120,20.5,83,1,0
415,1,33,0,10.6,1,179.1,102,20.26,96,2,0
415,1,31,0,12.3,4,197.4,110,10.49,101,3,0
415,0,0,0,6.4,4,148.2,67,26.24,79,2,0
415,0,0,0,10.2,1,193.1,105,14.63,119,0,0
408,0,0,0,7.8,6,171.7,87,14.86,130,1,0
408,1,35,0,8.1,10,198.5,74,23.0,130,1,0
415,1,24,0,12.7,3,121.7,76,15.64,98,1,0
415,0,0,0,14.0,6,130.2,60,23.63,74,2,0
510,0,0,0,13.7,3,203.4,61,14.33,105,2,0
510,0,0,1,9.9,1,241.0,96,19.7,67,1,1
415,0,0,0,10.2,3,141.7,100,18.79,71,0,0
408,0,0,0,7.7,5,134.8,78,14.21,123,2,0
415,0,0,0,9.0,10,163.1,51,21.2,77,1,0
408,0,0,0,8.9,8,145.5,110,19.41,91,1,0
510,0,0,0,10.6,6,329.8,120,17.71,102,0,1
510,0,0,0,12.7,1,194.5,131,15.84,106,2,0
510,0,0,0,7.1,4,131.9,106,23.18,105,1,0
408,1,29,0,8.5,3,150.0,75,13.55,55,1,0
415,1,30,0,12.9,4,196.6,140,20.52,118,2,0
510,0,0,0,14.1,4,99.7,96,12.33,99,2,0
415,0,0,0,10.8,5,143.6,86,12.05,83,3,0
408,1,40,0,12.3,3,231.9,91,18.0,74,2,0
415,0,0,0,14.2,5,37.8,105,13.2,111,3,0
415,0,0,0,10.5,4,72.8,103,15.84,110,3,0
408,1,39,0,11.4,5,94.8,91,18.62,65,1,0
415,1,15,0,12.4,9,221.8,115,17.9,109,1,0
415,0,0,0,7.3,4,269.0,120,19.86,61,2,1
415,0,0,0,6.3,7,268.3,111,15.77,88,1,1
415,1,27,0,12.5,5,198.7,105,21.17,124,1,0
415,0,0,0,11.5,7,115.5,111,18.54,98,7,1
415,0,0,0,13.3,5,202.1,102,16.63,120,2,0
510,0,0,0,12.4,6,215.6,81,17.05,107,1,0
408,0,0,0,11.5,2,169.9,121,17.8,79,1,0
510,0,0,0,6.0,4,201.7,116,14.4,80,0,0
408,0,0,0,8.4,3,221.1,140,13.62,84,4,0
510,1,32,0,9.4,5,218.7,61,9.78,85,2,0
415,0,0,0,11.0,10,293.7,71,23.16,76,2,1
415,0,0,0,7.7,3,120.3,84,20.43,74,4,1
415,1,26,0,11.1,2,175.8,84,17.56,105,2,0
510,0,0,0,11.6,5,278.5,90,20.46,90,1,1
